CNTSCHID,CNTSTUID,CYC,BOOKID,ST001D01T,ST003D02T,ST003D03T,ST004D01T,ST250Q02JA,ST256Q01JA,ST256Q02JA,ST256Q03JA,ST256Q06JA,ST256Q07JA,ST256Q08JA,ST256Q09JA,ST256Q10JA,ST062Q01TA,ST062Q02TA,ST062Q03TA,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST326Q01JA,ST326Q02JA,ST326Q03JA,ST326Q04JA,ST326Q05JA,ST326Q06JA,ST307Q07JA,ST307Q08JA,ST307Q09JA,ST307Q10JA,ST311Q05JA,ST305Q01JA,ST305Q02JA,ST305Q03JA,ST305Q04JA,ST305Q05JA,ST305Q06JA,ST305Q07JA,ST305Q08JA,ST305Q09JA,ST305Q10JA,ST276Q01JA,ST276Q02JA,ST276Q03JA,ST276Q04JA,ST276Q05JA,ST276Q06JA,ST276Q07JA,ST276Q08JA,ST276Q09JA,ST276Q10JA,ST290Q04WA,ST297Q01JA,ST297Q03JA,ST297Q05JA,ST297Q06JA,ST297Q07JA,ST297Q09JA,PVMATH,PVREAD,PVSCIE,Knowledge_Raw,Cognition_Raw,Emotion_Raw,Behavior_Raw,V_Knowledge,V_Cognition,V_Emotion,V_Behavior,Cluster,Student_Type,知识维度_综合得分,认知维度_综合得分,情感维度_综合得分,行为维度_综合得分,学生类型,student_id
34400090,34400017,08MS,7,9,3,2006,1,1,2,2,2,1,1,2,2,2,1,1,1,97,2,3,2,3,2,2.0,1.0,2.0,1.0,5.0,3.8149606299212597,2.5845932325413967,3.0,3.6481012658227847,3.0,3,97,3,4,3,97,3,97,3,97,97,2,97,2,3,2,3,97,97,97,97,2,0.0,0.0,0.0,0.0,1.0,0.0,582.9102,600.2142,550.7917,577.9720333333333,3.0581736245910456,0.16666666666666666,2.4691601049868765,0.5994620484763119,-0.30427470453694966,-0.34053312138293,-0.477492330833317,1,优秀全面型,0.6281431232659738,0.6860578748636819,0.8333333333333334,0.4897200349956255,优秀全面型,34400017
34400011,34400020,08MS,10,10,8,2006,1,1,5,5,2,5,2,5,5,2,3,3,2,2,3,3,97,2,2,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.538216560509554,3.6481012658227847,4.0,97,3,97,97,4,97,97,4,3,2,97,97,97,2,2,2,97,2,97,97,2,97,0.0,0.0,0.0,0.0,0.0,1.0,474.3484,477.3909,470.0911,473.9434666666666,3.7965794565830846,0.16666666666666666,2.0,-0.5767041310481757,1.8433367352455303,-0.34053312138293,-1.0561417800680906,3,潜力型,0.44883444304694853,0.9321931521943615,0.8333333333333334,0.3333333333333333,潜力型,34400020
34400093,34400022,08MS,10,10,6,2006,1,1,2,2,2,2,4,4,2,4,1,1,3,3,2,97,3,2,3,5.0,4.0,5.0,5.0,3.0,5.0,2.5845932325413967,4.0,3.6481012658227847,3.0,3,97,4,4,4,97,97,97,4,97,4,97,97,2,97,97,2,2,2,2,97,1,1.0,1.0,0.0,0.0,0.0,0.0,481.5809,430.502,460.5873,457.55673333333334,3.3081736245910456,0.3333333333333333,4.5,-0.7619755632818842,0.4228361018568554,0.7605499461550116,2.0272909494207036,1,优秀全面型,0.42058947513812317,0.7693912081970152,0.6666666666666667,1.1666666666666667,优秀全面型,34400022
34400049,34400023,08MS,1,9,2,2007,1,1,1,2,1,2,1,1,2,4,1,1,1,3,2,97,3,2,3,2.0,2.0,4.0,2.0,3.0,6.0,2.5845932325413967,3.538216560509554,4.0,2.8802543270929,2,97,4,3,97,4,97,97,97,3,3,2,97,97,2,2,1,97,2,97,97,4,1.0,0.0,0.0,0.0,0.0,0.0,570.3699,536.5626,551.277,552.7365,3.2507660300359627,0.16666666666666666,3.1666666666666665,0.31414444985904544,0.25586937237655555,-0.34053312138293,0.38279349369334653,1,优秀全面型,0.5846459347377276,0.7502553433453208,0.8333333333333334,0.7222222222222222,优秀全面型,34400023
34400056,34400024,08MS,13,10,4,2006,2,1,5,5,5,5,5,5,5,5,1,1,2,2,3,97,1,3,2,1.0,2.0,5.0,1.0,5.0,3.8149606299212597,5.0,3.538216560509554,2.0,2.8802543270929,4,97,1,97,5,2,97,4,5,97,97,1,2,97,97,97,2,4,97,4,97,3,0.0,0.0,0.0,0.0,0.0,1.0,672.8688,575.7317,634.8868,627.8291,3.3546177219006132,0.16666666666666666,2.9691601049868765,1.1631552483598473,0.5579161220448238,-0.34053312138293,0.13919421506444185,1,优秀全面型,0.7140791801592434,0.784872573966871,0.8333333333333334,0.6563867016622922,优秀全面型,34400024
34400116,34400025,08MS,22,10,8,2006,1,1,2,2,4,2,2,1,2,2,1,1,1,1,3,3,97,2,2,3.0,3.0,5.0,5.0,5.0,3.8149606299212597,4.0,3.538216560509554,3.0,2.8802543270929,97,97,97,97,97,2,4,3,97,5,5,1,4,97,4,97,97,4,97,3,97,2,0.0,1.0,1.0,1.0,1.0,0.0,619.1632,618.8642,592.6634,610.2302666666666,3.3546177219006132,0.6666666666666666,4.1358267716535435,0.9641795897594531,0.5579161220448238,2.962716081230895,1.5781294888258794,2,高压成绩型,0.683744977934714,0.784872573966871,0.33333333333333337,1.0452755905511812,高压成绩型,34400025
34400021,34400026,08MS,15,10,7,2006,2,1,2,1,1,99,2,2,2,3,1,1,1,3,2,2,3,97,3,2.613363673976003,5.0,5.0,1.0,5.0,6.0,3.0,3.538216560509554,3.6481012658227847,3.0,4,97,4,97,97,4,97,4,4,3,97,97,1,97,97,97,1,1,1,97,1,1,0.0,0.0,0.0,0.0,0.0,1.0,488.3559,428.4736,465.4109,460.74680000000006,3.2965794565830846,0.16666666666666666,4.102227278996001,-0.7259080806279675,0.3891151224579203,-0.34053312138293,1.536688778684085,1,优秀全面型,0.4260880286810511,0.7655264855276949,0.8333333333333334,1.0340757596653336,优秀全面型,34400026
34400066,34400027,08MS,14,9,2,2007,2,1,2,4,4,2,2,2,2,4,1,1,1,97,2,3,3,1,4,2.0,2.0,2.0,2.0,2.0,3.8149606299212597,5.0,3.0,4.0,2.0,97,4,97,4,1,97,97,97,1,4,97,97,97,97,4,4,97,97,4,2,2,4,0.0,0.0,0.0,0.0,0.0,1.0,561.5753,455.0504,508.9875,508.53773333333334,3.5,0.16666666666666666,2.30249343832021,-0.18557496564151302,0.9807522239016778,-0.34053312138293,-0.6830545127992363,3,潜力型,0.5084627980066121,0.8333333333333334,0.8333333333333334,0.43416447944007003,潜力型,34400027
34400003,34400028,08MS,11,9,1,2007,2,2,1,1,1,2,1,1,2,2,1,1,2,1,4,3,2,97,1,1.0,1.0,2.716795366795367,2.095229221021245,3.2590051457975986,3.8149606299212597,2.5845932325413967,3.538216560509554,3.6481012658227847,2.8802543270929,1,97,97,4,3,97,97,3,97,5,5,2,97,2,97,97,2,2,4,97,97,97,0.0,0.0,0.0,0.0,0.0,1.0,374.7563,414.895,328.37,372.6737666666666,3.162791346491659,0.16666666666666666,2.3143317272559116,-1.7216780547228998,1.2916082539394669e-15,-0.34053312138293,-0.6684534857730414,0,警示型,0.2742810791487313,0.7209304488305529,0.8333333333333334,0.43811057575197054,警示型,34400028
34400038,34400029,08MS,34,9,7,2006,1,1,2,1,1,1,2,2,2,2,1,1,2,3,2,3,3,2,97,2.0,3.0,3.0,2.0,4.0,3.8149606299212597,3.0,3.0,3.6481012658227847,4.0,2,4,4,97,97,97,97,3,2,97,4,2,97,97,97,2,2,2,3,97,97,97,0.0,0.0,0.0,0.0,0.0,1.0,482.0391,438.7483,482.7585,467.84863333333334,3.412025316455696,0.16666666666666666,2.9691601049868765,-0.6456134418865617,0.7248828515251236,-0.34053312138293,0.13919421506444185,3,潜力型,0.43832909287081184,0.8040084388185654,0.8333333333333334,0.6563867016622922,潜力型,34400029
34400028,34400030,08MS,17,10,7,2006,1,1,2,4,5,4,2,4,3,4,1,1,2,3,2,2,3,2,97,2.0,2.0,2.0,1.0,3.0,4.0,2.5845932325413967,3.538216560509554,3.6481012658227847,2.8802543270929,97,4,4,97,97,97,97,3,3,97,3,1,2,97,97,97,97,2,97,2,1,3,0.0,1.0,1.0,0.0,0.0,0.0,695.119,616.2443,684.7513,665.3715333333333,3.162791346491659,0.3333333333333333,2.3333333333333335,1.5876169303630858,1.2916082539394669e-15,0.7605499461550116,-0.6450174161362512,1,优秀全面型,0.7787891380959006,0.7209304488305529,0.6666666666666667,0.4444444444444445,优秀全面型,34400030
34400132,34400031,08MS,62,10,8,2006,1,1,2,2,1,1,1,1,2,3,1,1,1,2,2,3,3,97,3,2.0,1.0,5.0,1.0,6.0,3.8149606299212597,2.0,3.538216560509554,4.0,2.8802543270929,97,4,4,97,2,97,3,4,97,97,97,97,97,4,4,97,97,2,4,97,3,97,0.0,0.0,0.0,1.0,0.0,0.0,548.6036,531.9044,524.4445,534.9841666666666,3.1046177219006132,0.16666666666666666,3.135826771653543,0.11343329192090322,-0.16919468434898124,-0.34053312138293,0.34475639703036126,1,优秀全面型,0.5540471524723928,0.7015392406335378,0.8333333333333334,0.7119422572178477,优秀全面型,34400031
34400016,34400034,08MS,39,9,12,2006,2,1,1,1,4,1,1,1,2,4,1,1,1,3,3,3,2,97,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.8802543270929,1,5,5,97,1,5,97,1,97,97,97,1,1,97,97,97,1,97,4,4,97,4,0.0,0.0,0.0,0.0,0.0,1.0,619.2503,522.0493,534.878,558.7258666666667,3.220063581773225,0.16666666666666666,2.0,0.3818613350938191,0.166573044718222,-0.34053312138293,-1.0561417800680906,3,潜力型,0.5949694974547746,0.7400211939244082,0.8333333333333334,0.3333333333333333,潜力型,34400034
34400148,34400035,08MS,18,10,6,2006,1,1,2,2,3,1,1,2,2,3,1,1,1,3,3,3,3,2,97,2.0,4.0,5.0,2.0,3.2590051457975986,3.8149606299212597,2.5845932325413967,4.0,3.0,3.0,97,3,4,3,97,4,97,4,97,97,97,97,2,97,3,97,1,3,2,97,97,3,1.0,0.0,0.0,0.0,0.0,0.0,598.2901,628.0794,611.5251,612.6315333333333,3.1461483081353494,0.16666666666666666,3.3456609626198097,0.9913287539924146,-0.0484053321603954,-0.34053312138293,0.6035602419068367,1,优秀全面型,0.687883917561111,0.7153827693784498,0.8333333333333334,0.7818869875399366,优秀全面型,34400035
34400102,34400036,08MS,19,10,10,2006,2,1,1,1,1,1,4,5,3,4,1,1,1,3,2,3,97,2,4,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.538216560509554,5.0,3.0,97,3,97,3,2,4,97,97,97,3,97,97,97,2,1,2,3,4,97,97,97,2,0.0,0.0,0.0,1.0,1.0,0.0,355.0547,367.7908,416.8644,379.9033,3.3845541401273884,0.3333333333333333,2.0,-1.6399396162067006,0.6449844948344745,0.7605499461550116,-1.0561417800680906,0,警示型,0.28674225324866087,0.7948513800424628,0.6666666666666667,0.3333333333333333,警示型,34400036
34400024,34400038,08MS,11,10,10,2006,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,3,3,4,97,1.0,1.0,1.0,1.0,1.0,1.0,2.5845932325413967,4.0,4.0,4.0,2,97,97,2,3,97,3,4,4,97,97,2,97,2,2,97,2,97,97,97,2,97,0.0,0.0,0.0,0.0,0.0,1.0,417.0187,415.0921,438.2927,423.4678333333334,3.6461483081353494,0.16666666666666666,1.0,-1.147390959859096,1.4058162806272145,-0.34053312138293,-2.289514871863608,0,警示型,0.36183219466242383,0.8820494360451164,0.8333333333333334,0.0,警示型,34400038
34400158,34400039,08MS,3,10,6,2006,2,1,1,1,2,3,1,1,2,3,1,1,1,3,2,2,3,2,97,1.0,2.0,4.0,6.0,3.2590051457975986,3.8149606299212597,2.5845932325413967,3.538216560509554,4.0,2.8802543270929,2,97,4,97,2,4,97,2,97,4,97,2,3,97,3,97,97,3,4,97,97,97,0.0,0.0,1.0,1.0,1.0,0.0,728.0762,596.5304,607.6242,644.0769333333334,3.2507660300359627,0.5,3.3456609626198097,1.346856251551124,0.25586937237655555,1.8616330136929533,0.6035602419068367,1,优秀全面型,0.742084733294988,0.7502553433453208,0.5,0.7818869875399366,优秀全面型,34400039
34400106,34400040,08MS,10,9,2,2007,2,1,2,1,1,3,99,4,2,2,1,1,1,3,1,97,3,2,3,2.613363673976003,1.0,2.716795366795367,1.0,3.2590051457975986,3.8149606299212597,3.0,3.0,3.6481012658227847,2.8802543270929,97,3,97,3,3,97,97,3,3,97,97,2,2,97,97,3,3,97,97,2,97,97,0.0,0.0,0.0,0.0,0.0,1.0,539.6102,454.7663,488.1686,494.18170000000003,3.132088898228921,0.16666666666666666,2.400687469415038,-0.3478869287861827,-0.08929632765833222,-0.34053312138293,-0.5619446370719433,0,警示型,0.48371804305455574,0.7106962994096403,0.8333333333333334,0.466895823138346,警示型,34400040
34400005,34400041,08MS,12,10,10,2006,2,1,1,1,1,1,1,1,2,1,1,1,1,3,2,97,3,3,3,2.0,2.0,2.0,2.0,2.0,2.0,2.5845932325413967,3.0,3.6481012658227847,2.8802543270929,3,3,3,97,3,97,97,3,97,3,97,2,2,2,2,97,97,97,2,97,97,3,0.0,0.0,0.0,1.0,0.0,0.0,573.3715,501.5751,537.4787,537.4751,3.0282372063642704,0.16666666666666666,2.0,0.1415962440406278,-0.39134307732660045,-0.34053312138293,-1.0561417800680906,0,警示型,0.5583406459119856,0.6760790687880901,0.8333333333333334,0.3333333333333333,警示型,34400041
34400091,34400044,08MS,26,10,7,2006,1,1,1,2,2,2,2,2,2,2,1,1,1,4,1,2,3,97,3,2.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,3.6481012658227847,3.0,97,97,4,97,2,4,4,97,97,4,97,2,97,97,3,97,97,97,4,2,2,97,0.0,0.0,0.0,1.0,0.0,0.0,577.3098,562.7907,542.0505,560.717,3.162025316455696,0.16666666666666666,3.0,0.4043734561450929,-0.002227954868681421,-0.34053312138293,0.1772313117274271,1,优秀全面型,0.5984015113869102,0.7206751054852321,0.8333333333333334,0.6666666666666666,优秀全面型,34400044
34400101,34400045,08MS,14,10,4,2006,2,1,1,2,2,2,3,1,2,2,2,1,2,3,3,2,3,2,97,3.0,1.0,3.0,2.0,4.0,5.0,2.0,4.0,3.6481012658227847,2.0,2,97,97,97,97,3,97,3,3,3,3,97,3,3,3,97,2,97,97,97,2,3,0.0,0.0,0.0,0.0,0.0,1.0,548.6062,469.521,529.4027,515.8433,2.912025316455696,0.16666666666666666,3.0,-0.10297688022207756,-0.7293387612624864,-0.34053312138293,0.1772313117274271,1,优秀全面型,0.5210550268455377,0.6373417721518987,0.8333333333333334,0.6666666666666666,优秀全面型,34400045
34400145,34400046,08MS,38,10,4,2006,1,1,2,2,1,5,1,2,2,1,1,1,1,3,2,3,3,97,3,1.0,3.0,3.0,1.0,4.0,4.0,2.5845932325413967,3.538216560509554,4.0,3.0,3,2,97,2,97,97,2,97,4,2,97,97,97,97,4,4,97,4,2,97,4,97,0.0,0.0,0.0,0.0,0.0,1.0,669.2198,596.0044,637.9243,634.3828333333335,3.280702448262738,0.16666666666666666,2.6666666666666665,1.2372529673161055,0.34293774516620634,-0.34053312138293,-0.2338930522044123,1,优秀全面型,0.7253755126202384,0.7602341494209126,0.8333333333333334,0.5555555555555555,优秀全面型,34400046
34400031,34400047,08MS,8,9,1,2007,2,1,2,2,5,5,5,5,5,5,1,1,1,3,2,97,3,2,3,3.0,3.0,3.0,3.0,3.0,3.0,2.5845932325413967,4.0,4.0,2.8802543270929,2,97,97,97,2,4,97,4,97,2,2,97,2,97,97,2,97,2,2,97,2,3,1.0,0.0,0.0,0.0,0.0,0.0,585.0052,564.7588,587.8736,579.2125333333333,3.3662118899085742,0.16666666666666666,3.0,0.6134873704859406,0.5916371014437588,-0.34053312138293,0.1772313117274271,3,潜力型,0.6302813091983478,0.7887372966361914,0.8333333333333334,0.6666666666666666,潜力型,34400047
34400058,34400049,08MS,12,8,1,2007,1,,,,,,,,,,,,,,,,,,,2.613363673976003,2.6384673748103187,2.716795366795367,2.095229221021245,3.2590051457975986,3.8149606299212597,2.5845932325413967,3.538216560509554,3.6481012658227847,2.8802543270929,,,,,,,,,,,,,,,,,,,,,,,0.23478414720452936,0.13517338995046002,0.10668789808917198,0.23796886058032554,0.10951875442321302,0.4851380042462845,597.4757,564.8676,557.0615,573.1349333333334,3.162791346491659,0.21821184241566405,2.8563035687202984,0.5447729028956795,1.2916082539394669e-15,1.833671660408279e-16,-5.477276817858002e-16,1,优秀全面型,0.6198056632309183,0.7209304488305529,0.781788157584336,0.6187678562400994,优秀全面型,34400049
34400039,34400050,08MS,22,10,5,2006,2,1,2,2,1,1,1,2,2,2,1,1,1,97,1,1,4,2,4,2.0,1.0,1.0,2.0,4.0,3.8149606299212597,2.5845932325413967,1.0,1.0,2.8802543270929,97,97,97,2,97,2,97,97,4,2,2,2,97,97,97,2,2,2,97,97,2,3,0.0,0.0,0.0,0.0,0.0,1.0,516.6607,477.9033,478.0489,490.8709666666667,1.8662118899085742,0.16666666666666666,2.30249343832021,-0.38531869104979555,-3.7710277369190712,-0.34053312138293,-0.6830545127992363,0,警示型,0.4780115025957285,0.2887372966361914,0.8333333333333334,0.43416447944007003,警示型,34400050
34400105,34400052,08MS,15,10,10,2006,1,1,2,4,4,4,4,2,2,4,1,1,1,3,97,2,3,2,3,5.0,1.0,3.0,1.0,3.0,5.0,2.5845932325413967,4.0,3.6481012658227847,2.8802543270929,97,4,97,97,97,4,97,3,2,3,97,1,97,1,1,97,1,1,97,97,97,3,0.0,0.0,0.0,1.0,0.0,0.0,651.4676,545.4174,619.6356,605.5068666666666,3.2782372063642704,0.16666666666666666,3.0,0.9107759573690624,0.3357677290672046,-0.34053312138293,0.1772313117274271,1,优秀全面型,0.6756034967311868,0.7594124021214235,0.8333333333333334,0.6666666666666666,优秀全面型,34400052
34400169,34400053,08MS,2,10,10,2006,1,1,1,1,4,1,1,1,1,1,1,1,2,1,2,3,97,2,3,5.0,2.0,1.0,1.0,3.2590051457975986,3.8149606299212597,3.0,3.538216560509554,3.6481012658227847,2.8802543270929,97,4,97,97,1,5,97,1,5,97,97,1,1,97,97,97,1,97,97,3,1,4,0.0,0.0,0.0,0.0,0.0,1.0,664.4619,608.8323,669.8664,647.7202000000001,3.2666430383563094,0.16666666666666666,2.6789942959531428,1.38804769707063,0.3020467496682695,-0.34053312138293,-0.21868848595684215,1,优秀全面型,0.7483644443264705,0.7555476794521031,0.8333333333333334,0.5596647653177143,优秀全面型,34400053
34400135,34400054,08MS,23,10,5,2006,1,2,2,1,2,4,2,3,3,2,1,1,2,3,97,2,2,2,3,6.0,5.0,2.716795366795367,6.0,6.0,3.8149606299212597,2.5845932325413967,3.538216560509554,4.0,2.8802543270929,2,97,97,2,2,97,97,2,2,3,97,2,97,97,97,3,97,3,97,3,1,2,1.0,0.0,0.0,1.0,0.0,0.0,619.6248,593.3227,612.2077,608.3850666666667,3.2507660300359627,0.3333333333333333,4.921959332786105,0.9433174179157087,0.25586937237655555,0.7605499461550116,2.5477242363110753,1,优秀全面型,0.6805645017699286,0.7502553433453208,0.6666666666666667,1.3073197775953682,优秀全面型,34400054
34400115,34400055,08MS,2,10,7,2006,1,1,2,3,4,3,3,2,2,2,1,1,1,3,3,2,3,2,97,1.0,1.0,1.0,1.0,3.0,3.8149606299212597,2.5845932325413967,3.0,3.6481012658227847,4.0,97,97,97,3,2,97,97,4,4,97,2,97,2,3,97,97,4,4,4,97,97,2,0.0,0.0,0.0,0.0,0.0,1.0,603.2511,548.1685,520.3265,557.2487,3.3081736245910456,0.16666666666666666,1.8024934383202098,0.3651602160596474,0.4228361018568554,-0.34053312138293,-1.2997410586969955,3,潜力型,0.5924233813834819,0.7693912081970152,0.8333333333333334,0.2674978127734033,潜力型,34400055
